Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
C0413,P0035,Sports,734.04,2023-07-05
C0275,P0036,Home,148.61,2023-07-05
C0179,P0037,Sports,791.8,2023-07-05
C0290,P0038,Sports,374.27,2023-07-05
C0241,P0039,Electronics,627.97,2023-07-05
C0035,P0040,Electronics,64.04,2023-07-05
C0396,P0041,Sports,510.34,2023-07-06
C0203,P0042,Sports,877.81,2023-07-06
C0353,P0043,Fashion,404.83,2023-07-06
C0155,P0044,Fashion,885.53,2023-07-06
C0479,P0045,Books,45.66,2023-07-06
C0306,P0046,Sports,552.02,2023-07-06
C0101,P0047,Sports,581.41,2023-07-06
C0355,P0048,Toys,979.8,2023-07-06
C0118,P0049,Home,263.81,2023-07-06
C0332,P0050,Fashion,833.31,2023-07-06
C0082,P0001,Sports,222.54,2023-07-06
C0407,P0002,Electronics,63.26,2023-07-06
C0345,P0003,Books,526.54,2023-07-06
C0027,P0004,Toys,258.92,2023-07-06
C0086,P0005,Electronics,128.75,2023-07-06
C0220,P0006,Books,605.89,2023-07-07
C0158,P0007,Fashion,779.74,2023-07-07
C0225,P0008,Electronics,787.0,2023-07-07
C0139,P0009,Toys,384.6,2023-07-07
C0283,P0010,Home,722.35,2023-07-07
C0496,P0011,Sports,586.03,2023-07-07
C0295,P0012,Electronics,634.88,2023-07-07
C0145,P0013,Sports,377.24,2023-07-07
C0365,P0014,Toys,461.29,2023-07-07
C0386,P0015,Fashion,429.75,2023-07-07
C0259,P0016,Fashion,859.6,2023-07-07
C0490,P0017,Fashion,311.89,2023-07-07
C0139,P0018,Electronics,663.9,2023-07-07
C0212,P0019,Sports,357.62,2023-07-07
C0384,P0020,Electronics,65.19,2023-07-07
C0220,P0021,Sports,179.14,2023-07-08
C0288,P0022,Electronics,394.47,2023-07-08
C0264,P0023,Electronics,741.06,2023-07-08
C0330,P0024,Toys,547.79,2023-07-08
C0075,P0025,Sports,597.83,2023-07-08
C0307,P0026,Electronics,971.35,2023-07-08
C0036,P0027,Fashion,447.52,2023-07-08
C0457,P0028,Home,484.56,2023-07-08
C0164,P0029,Books,693.54,2023-07-08
C0139,P0030,Home,726.58,2023-07-08
C0095,P0031,Books,603.03,2023-07-08
C0286,P0032,Toys,995.26,2023-07-08
C0128,P0033,Electronics,563.58,2023-07-08
C0038,P0034,Fashion,259.68,2023-07-08
C0301,P0035,Fashion,494.35,2023-07-08
C0130,P0036,Sports,666.82,2023-07-09
C0170,P0037,Home,436.01,2023-07-09
C0053,P0038,Books,348.95,2023-07-09
C0483,P0039,Fashion,623.08,2023-07-09
C0091,P0040,Electronics,670.79,2023-07-09
C0217,P0041,Fashion,472.86,2023-07-09
C0443,P0042,Toys,824.98,2023-07-09
C0173,P0043,Electronics,242.96,2023-07-09
C0099,P0044,Electronics,92.42,2023-07-09
C0374,P0045,Home,563.88,2023-07-09
C0332,P0046,Toys,950.01,2023-07-09
C0412,P0047,Electronics,373.13,2023-07-09
C0428,P0048,Books,613.8,2023-07-09
C0319,P0049,Electronics,616.15,2023-07-09
C0191,P0050,Fashion,254.76,2023-07-09
C0146,P0001,Fashion,319.34,2023-07-10
C0207,P0002,Fashion,266.09,2023-07-10
C0161,P0003,Electronics,770.8,2023-07-10
C0065,P0004,Toys,82.62,2023-07-10
C0471,P0005,Sports,534.81,2023-07-10
C0138,P0006,Toys,28.23,2023-07-10
C0137,P0007,Fashion,16.45,2023-07-10
C0230,P0008,Sports,272.58,2023-07-10
C0238,P0009,Sports,466.26,2023-07-10
C0074,P0010,Sports,129.62,2023-07-10
C0062,P0011,Home,666.77,2023-07-10
C0334,P0012,Books,389.95,2023-07-10
C0367,P0013,Electronics,888.35,2023-07-10
C0100,P0014,Toys,116.23,2023-07-10
C0460,P0015,Books,467.77,2023-07-10
C0101,P0016,Fashion,335.01,2023-07-11
C0250,P0017,Electronics,87.73,2023-07-11
C0013,P0018,Sports,404.07,2023-07-11
C0152,P0019,Electronics,637.44,2023-07-11
C0094,P0020,Electronics,647.08,2023-07-11
C0488,P0021,Books,792.75,2023-07-11
C0233,P0022,Toys,55.71,2023-07-11
C0144,P0023,Books,209.55,2023-07-11
C0469,P0024,Electronics,491.72,2023-07-11
C0482,P0025,Electronics,517.72,2023-07-11
C0276,P0026,Electronics,136.07,2023-07-11
C0441,P0027,Toys,705.58,2023-07-11
C0077,P0028,Books,825.96,2023-07-11
C0112,P0029,Toys,441.18,2023-07-11
C0450,P0030,Electronics,63.15,2023-07-11
C0354,P0031,Sports,464.23,2023-07-12
C0144,P0032,Electronics,185.92,2023-07-12
C0123,P0033,Sports,694.1,2023-07-12
C0150,P0034,Home,926.37,2023-07-12
C0471,P0035,Sports,930.62,2023-07-12
C0361,P0036,Electronics,823.6,2023-07-12
C0085,P0037,Toys,278.95,2023-07-12
C0169,P0038,Home,545.29,2023-07-12
C0016,P0039,Electronics,474.02,2023-07-12
C0328,P0040,Electronics,243.79,2023-07-12
C0288,P0041,Home,820.52,2023-07-12
C0259,P0042,Electronics,950.31,2023-07-12
C0352,P0043,Electronics,460.19,2023-07-12
C0096,P0044,Fashion,213.24,2023-07-12
C0133,P0045,Fashion,349.75,2023-07-12
C0033,P0046,Fashion,287.83,2023-07-13
C0365,P0047,Sports,451.27,2023-07-13
C0185,P0048,Electronics,712.22,2023-07-13
C0226,P0049,Books,788.61,2023-07-13
C0274,P0050,Sports,757.33,2023-07-13
C0469,P0001,Sports,562.71,2023-07-13
C0271,P0002,Toys,569.47,2023-07-13
C0406,P0003,Home,820.49,2023-07-13
C0257,P0004,Books,46.85,2023-07-13
C0449,P0005,Fashion,605.54,2023-07-13
C0463,P0006,Toys,275.2,2023-07-13
C0217,P0007,Toys,700.23,2023-07-13
C0052,P0008,Home,560.61,2023-07-13
C0275,P0009,Books,482.66,2023-07-13
C0408,P0010,Fashion,249.77,2023-07-13
C0421,P0011,Electronics,391.3,2023-07-14
C0418,P0012,Sports,210.92,2023-07-14
C0416,P0013,Home,433.89,2023-07-14
C0010,P0014,Fashion,609.64,2023-07-14
C0472,P0015,Books,78.53,2023-07-14
C0335,P0016,Sports,367.66,2023-07-14
C0429,P0017,Toys,237.49,2023-07-14
C0397,P0018,Fashion,173.44,2023-07-14
C0354,P0019,Sports,32.28,2023-07-14
C0259,P0020,Sports,356.16,2023-07-14
C0200,P0021,Electronics,31.12,2023-07-14
C0450,P0022,Sports,838.65,2023-07-14
C0156,P0023,Sports,465.21,2023-07-14
C0168,P0024,Home,888.11,2023-07-14
C0277,P0025,Books,135.07,2023-07-14
C0287,P0026,Fashion,787.97,2023-07-15
C0229,P0027,Electronics,489.89,2023-07-15
C0441,P0028,Fashion,837.99,2023-07-15
C0459,P0029,Toys,416.31,2023-07-15
C0407,P0030,Sports,330.44,2023-07-15
C0453,P0031,Sports,373.87,2023-07-15
C0246,P0032,Sports,116.19,2023-07-15
C0299,P0033,Sports,537.41,2023-07-15
C0368,P0034,Home,521.87,2023-07-15
C0355,P0035,Books,215.85,2023-07-15
C0413,P0036,Electronics,526.59,2023-07-15
C0428,P0037,Sports,138.2,2023-07-15
C0021,P0038,Electronics,323.08,2023-07-15
C0360,P0039,Sports,596.21,2023-07-15
C0304,P0040,Toys,140.16,2023-07-15
C0016,P0041,Fashion,898.93,2023-07-16
C0300,P0042,Electronics,679.66,2023-07-16
C0276,P0043,Fashion,193.03,2023-07-16
C0061,P0044,Fashion,331.88,2023-07-16
C0472,P0045,Home,541.63,2023-07-16
C0127,P0046,Electronics,65.84,2023-07-16
C0128,P0047,Toys,324.39,2023-07-16
C0146,P0048,Books,285.64,2023-07-16
C0409,P0049,Toys,320.48,2023-07-16
C0101,P0050,Home,310.1,2023-07-16
C0261,P0001,Electronics,82.44,2023-07-16
C0198,P0002,Books,991.74,2023-07-16
C0480,P0003,Toys,168.91,2023-07-16
C0489,P0004,Fashion,53.47,2023-07-16
C0244,P0005,Books,372.22,2023-07-16
C0050,P0006,Sports,90.55,2023-07-17
C0149,P0007,Books,945.78,2023-07-17
C0148,P0008,Toys,851.0,2023-07-17
C0109,P0009,Books,314.19,2023-07-17
C0350,P0010,Books,936.73,2023-07-17
C0415,P0011,Fashion,388.17,2023-07-17
C0145,P0012,Electronics,253.65,2023-07-17
C0310,P0013,Books,320.05,2023-07-17
C0188,P0014,Books,718.14,2023-07-17
C0308,P0015,Toys,240.45,2023-07-17
C0322,P0016,Fashion,252.58,2023-07-17
C0498,P0017,Fashion,972.51,2023-07-17
C0314,P0018,Electronics,313.7,2023-07-17
C0171,P0019,Electronics,943.53,2023-07-17
C0268,P0020,Fashion,608.53,2023-07-17
C0492,P0021,Fashion,55.08,2023-07-18
C0489,P0022,Books,348.27,2023-07-18
C0410,P0023,Books,214.05,2023-07-18
C0441,P0024,Home,521.98,2023-07-18
C0470,P0025,Toys,749.33,2023-07-18
C0317,P0026,Fashion,330.67,2023-07-18
C0325,P0027,Toys,698.78,2023-07-18
C0057,P0028,Home,775.13,2023-07-18
C0254,P0029,Sports,409.42,2023-07-18
C0337,P0030,Sports,340.36,2023-07-18
C0036,P0031,Sports,53.83,2023-07-18
C0006,P0032,Home,378.11,2023-07-18
C0279,P0033,Books,320.32,2023-07-18
C0287,P0034,Books,246.12,2023-07-18
C0280,P0035,Toys,959.83,2023-07-18
C0447,P0036,Toys,925.62,2023-07-19
C0291,P0037,Books,282.03,2023-07-19
C0443,P0038,Home,578.56,2023-07-19
C0218,P0039,Toys,664.2,2023-07-19
C0468,P0040,Sports,77.41,2023-07-19
C0379,P0041,Sports,573.77,2023-07-19
C0176,P0042,Books,556.18,2023-07-19
C0117,P0043,Electronics,365.73,2023-07-19
C0481,P0044,Electronics,379.87,2023-07-19
C0406,P0045,Fashion,500.28,2023-07-19
C0256,P0046,Fashion,997.6,2023-07-19
C0310,P0047,Books,342.98,2023-07-19
C0095,P0048,Electronics,166.44,2023-07-19
C0260,P0049,Books,683.15,2023-07-19
C0449,P0050,Toys,737.34,2023-07-19
C0139,P0001,Sports,928.23,2023-07-20
C0285,P0002,Home,176.46,2023-07-20
C0288,P0003,Electronics,184.33,2023-07-20
C0092,P0004,Electronics,273.39,2023-07-20
C0208,P0005,Sports,132.61,2023-07-20
C0035,P0006,Home,612.3,2023-07-20
C0052,P0007,Home,103.75,2023-07-20
C0239,P0008,Fashion,918.38,2023-07-20
C0281,P0009,Electronics,673.4,2023-07-20
C0052,P0010,Sports,879.07,2023-07-20
C0041,P0011,Fashion,759.9,2023-07-20
C0292,P0012,Electronics,88.98,2023-07-20
C0495,P0013,Fashion,593.65,2023-07-20
C0081,P0014,Books,839.18,2023-07-20
C0331,P0015,Fashion,748.52,2023-07-20
C0051,P0016,Electronics,426.76,2023-07-21
C0004,P0017,Electronics,691.59,2023-07-21
C0425,P0018,Books,397.19,2023-07-21
C0209,P0019,Toys,445.72,2023-07-21
C0240,P0020,Sports,809.4,2023-07-21
C0399,P0021,Fashion,418.23,2023-07-21
C0426,P0022,Home,279.02,2023-07-21
C0063,P0023,Toys,210.2,2023-07-21
C0221,P0024,Home,786.25,2023-07-21
C0046,P0025,Fashion,934.78,2023-07-21
C0030,P0026,Sports,283.63,2023-07-21
C0344,P0027,Home,651.9,2023-07-21
C0174,P0028,Home,636.33,2023-07-21
C0329,P0029,Sports,244.89,2023-07-21
C0450,P0030,Electronics,291.18,2023-07-21
C0247,P0031,Toys,692.54,2023-07-22
C0461,P0032,Electronics,49.91,2023-07-22
C0177,P0033,Sports,94.28,2023-07-22
C0255,P0034,Fashion,149.29,2023-07-22
C0280,P0035,Toys,916.93,2023-07-22
C0479,P0036,Sports,203.41,2023-07-22
C0247,P0037,Electronics,436.49,2023-07-22
C0307,P0038,Books,92.92,2023-07-22
C0438,P0039,Books,552.54,2023-07-22
C0336,P0040,Books,419.08,2023-07-22
C0290,P0041,Books,663.27,2023-07-22
C0106,P0042,Fashion,547.95,2023-07-22
C0192,P0043,Toys,620.8,2023-07-22
C0370,P0044,Books,206.12,2023-07-22
C0056,P0045,Sports,101.26,2023-07-22
C0288,P0046,Electronics,432.73,2023-07-23
C0203,P0047,Toys,925.73,2023-07-23
C0397,P0048,Electronics,761.22,2023-07-23
C0166,P0049,Electronics,184.83,2023-07-23
C0083,P0050,Sports,767.43,2023-07-23
C0423,P0001,Electronics,37.37,2023-07-23
C0357,P0002,Sports,790.07,2023-07-23
C0299,P0003,Toys,751.5,2023-07-23
C0418,P0004,Sports,938.28,2023-07-23
C0153,P0005,Toys,944.1,2023-07-23
C0231,P0006,Electronics,451.25,2023-07-23
C0416,P0007,Books,205.51,2023-07-23
C0497,P0008,Toys,505.57,2023-07-23
C0487,P0009,Home,936.82,2023-07-23
C0103,P0010,Electronics,510.1,2023-07-23
C0499,P0011,Home,982.39,2023-07-24
C0102,P0012,Fashion,135.45,2023-07-24
C0103,P0013,Home,154.99,2023-07-24
C0317,P0014,Fashion,28.01,2023-07-24
C0301,P0015,Home,52.23,2023-07-24
C0286,P0016,Sports,276.41,2023-07-24
C0080,P0017,Toys,558.02,2023-07-24
C0382,P0018,Fashion,802.85,2023-07-24
C0135,P0019,Books,238.53,2023-07-24
C0431,P0020,Books,414.02,2023-07-24
C0082,P0021,Electronics,350.58,2023-07-24
C0448,P0022,Sports,340.19,2023-07-24
C0262,P0023,Home,627.03,2023-07-24
C0116,P0024,Toys,193.03,2023-07-24
C0048,P0025,Toys,631.66,2023-07-24
C0018,P0026,Home,878.03,2023-07-25
C0071,P0027,Home,207.25,2023-07-25
C0082,P0028,Home,873.78,2023-07-25
C0248,P0029,Fashion,60.48,2023-07-25
C0335,P0030,Sports,200.62,2023-07-25
C0171,P0031,Home,192.5,2023-07-25
C0354,P0032,Fashion,605.97,2023-07-25
C0303,P0033,Books,595.69,2023-07-25
C0200,P0034,Fashion,674.18,2023-07-25
C0344,P0035,Books,175.34,2023-07-25
C0337,P0036,Books,45.58,2023-07-25
C0040,P0037,Books,701.47,2023-07-25
C0164,P0038,Sports,741.16,2023-07-25
C0382,P0039,Electronics,675.74,2023-07-25
C0332,P0040,Fashion,949.3,2023-07-25
C0395,P0041,Home,277.65,2023-07-26
C0056,P0042,Sports,283.03,2023-07-26
C0294,P0043,Fashion,225.69,2023-07-26
C0012,P0044,Sports,757.23,2023-07-26
C0188,P0045,Toys,17.38,2023-07-26
C0019,P0046,Books,946.38,2023-07-26
C0385,P0047,Home,188.63,2023-07-26
C0113,P0048,Sports,830.45,2023-07-26
C0134,P0049,Sports,281.64,2023-07-26
C0018,P0050,Home,74.27,2023-07-26
C0278,P0001,Sports,673.18,2023-07-26
C0086,P0002,Home,616.46,2023-07-26
C0270,P0003,Books,20.18,2023-07-26
C0500,P0004,Fashion,668.84,2023-07-26
C0217,P0005,Fashion,908.62,2023-07-26
C0238,P0006,Home,428.33,2023-07-27
C0159,P0007,Fashion,426.04,2023-07-27
C0067,P0008,Toys,552.99,2023-07-27
C0352,P0009,Electronics,560.96,2023-07-27
C0253,P0010,Electronics,843.94,2023-07-27
C0150,P0011,Sports,396.98,2023-07-27
C0238,P0012,Books,491.36,2023-07-27
C0151,P0013,Toys,145.5,2023-07-27
C0353,P0014,Fashion,915.06,2023-07-27
C0129,P0015,Electronics,157.45,2023-07-27
C0376,P0016,Toys,278.7,2023-07-27
C0347,P0017,Toys,615.11,2023-07-27
C0404,P0018,Home,316.78,2023-07-27
C0168,P0019,Fashion,24.18,2023-07-27
C0420,P0020,Home,138.06,2023-07-27
C0245,P0021,Fashion,694.84,2023-07-28
C0141,P0022,Fashion,227.85,2023-07-28
C0232,P0023,Electronics,425.74,2023-07-28
C0148,P0024,Toys,807.49,2023-07-28
C0116,P0025,Toys,824.8,2023-07-28
C0366,P0026,Toys,227.72,2023-07-28
C0297,P0027,Books,801.82,2023-07-28
C0012,P0028,Electronics,960.72,2023-07-28
C0322,P0029,Home,659.85,2023-07-28
C0215,P0030,Toys,450.88,2023-07-28
C0498,P0031,Home,584.33,2023-07-28
C0445,P0032,Fashion,813.15,2023-07-28
C0092,P0033,Books,262.84,2023-07-28
C0280,P0034,Fashion,296.46,2023-07-28
C0067,P0035,Home,398.65,2023-07-28
C0339,P0036,Electronics,927.62,2023-07-29
C0412,P0037,Electronics,366.66,2023-07-29
C0045,P0038,Sports,723.4,2023-07-29
C0370,P0039,Home,599.09,2023-07-29
C0133,P0040,Home,547.72,2023-07-29
C0402,P0041,Books,660.32,2023-07-29
C0156,P0042,Electronics,122.77,2023-07-29
C0141,P0043,Sports,116.73,2023-07-29
C0302,P0044,Fashion,242.35,2023-07-29
C0282,P0045,Fashion,416.71,2023-07-29
C0288,P0046,Fashion,953.57,2023-07-29
C0253,P0047,Books,475.51,2023-07-29
C0213,P0048,Home,369.61,2023-07-29
C0018,P0049,Books,386.68,2023-07-29
C0409,P0050,Toys,622.39,2023-07-29
C0308,P0001,Fashion,388.93,2023-07-30
C0440,P0002,Books,742.78,2023-07-30
C0020,P0003,Electronics,71.96,2023-07-30
C0039,P0004,Fashion,751.98,2023-07-30
C0495,P0005,Fashion,230.3,2023-07-30
C0433,P0006,Electronics,973.05,2023-07-30
C0257,P0007,Home,562.85,2023-07-30
C0412,P0008,Toys,954.52,2023-07-30
C0127,P0009,Fashion,280.87,2023-07-30
C0301,P0010,Toys,679.84,2023-07-30
C0315,P0011,Toys,615.21,2023-07-30
C0088,P0012,Sports,952.92,2023-07-30
C0171,P0013,Fashion,365.81,2023-07-30
C0246,P0014,Toys,844.71,2023-07-30
C0457,P0015,Electronics,976.11,2023-07-30
C0414,P0016,Fashion,558.81,2023-07-31
C0155,P0017,Toys,123.19,2023-07-31
C0135,P0018,Electronics,813.25,2023-07-31
C0447,P0019,Home,257.62,2023-07-31
C0109,P0020,Toys,59.44,2023-07-31
C0121,P0021,Home,396.03,2023-07-31
C0031,P0022,Toys,170.72,2023-07-31
C0197,P0023,Electronics,344.33,2023-07-31
C0049,P0024,Toys,728.91,2023-07-31
C0230,P0025,Electronics,77.27,2023-07-31
C0268,P0026,Home,466.12,2023-07-31
C0029,P0027,Electronics,799.94,2023-07-31
C0213,P0028,Books,289.22,2023-07-31
C0340,P0029,Electronics,307.3,2023-07-31
C0430,P0030,Home,250.67,2023-07-31
C0401,P0031,Fashion,607.6,2023-08-01
C0004,P0032,Toys,686.02,2023-08-01
C0481,P0033,Electronics,647.07,2023-08-01
C0123,P0034,Home,101.9,2023-08-01
C0112,P0035,Books,27.71,2023-08-01
C0481,P0036,Books,866.96,2023-08-01
C0214,P0037,Sports,787.33,2023-08-01
C0150,P0038,Electronics,360.54,2023-08-01
C0395,P0039,Fashion,830.77,2023-08-01
C0135,P0040,Electronics,353.52,2023-08-01
C0381,P0041,Toys,433.27,2023-08-01
C0257,P0042,Toys,22.19,2023-08-01
C0487,P0043,Home,132.64,2023-08-01
C0438,P0044,Fashion,399.66,2023-08-01
C0208,P0045,Fashion,399.39,2023-08-01
C0198,P0046,Sports,245.0,2023-08-02
C0319,P0047,Books,116.87,2023-08-02
C0413,P0048,Electronics,907.89,2023-08-02
C0032,P0049,Home,603.15,2023-08-02
C0216,P0050,Fashion,569.7,2023-08-02
C0208,P0001,Toys,913.29,2023-08-02
C0017,P0002,Fashion,343.61,2023-08-02
C0035,P0003,Electronics,744.51,2023-08-02
C0117,P0004,Electronics,860.2,2023-08-02
C0407,P0005,Sports,80.93,2023-08-02
C0390,P0006,Books,773.81,2023-08-02
C0109,P0007,Sports,747.33,2023-08-02
C0440,P0008,Books,175.31,2023-08-02
C0208,P0009,Books,12.28,2023-08-02
C0142,P0010,Toys,205.55,2023-08-02
C0013,P0011,Fashion,159.04,2023-08-03
C0108,P0012,Home,703.95,2023-08-03
C0133,P0013,Toys,541.1,2023-08-03
C0382,P0014,Books,715.24,2023-08-03
C0214,P0015,Sports,290.6,2023-08-03
C0077,P0016,Books,250.28,2023-08-03
C0469,P0017,Electronics,373.32,2023-08-03
C0460,P0018,Fashion,615.99,2023-08-03
C0486,P0019,Home,511.62,2023-08-03
C0275,P0020,Toys,82.9,2023-08-03
C0033,P0021,Electronics,942.96,2023-08-03
C0349,P0022,Sports,55.61,2023-08-03
C0451,P0023,Fashion,305.11,2023-08-03
C0210,P0024,Electronics,893.31,2023-08-03
C0351,P0025,Fashion,890.17,2023-08-03
C0015,P0026,Fashion,77.79,2023-08-04
C0419,P0027,Sports,154.64,2023-08-04
C0472,P0028,Books,227.8,2023-08-04
C0231,P0029,Electronics,354.03,2023-08-04
C0422,P0030,Toys,263.85,2023-08-04
C0251,P0031,Sports,412.67,2023-08-04
C0071,P0032,Electronics,59.23,2023-08-04
C0147,P0033,Books,18.7,2023-08-04
C0201,P0034,Toys,370.21,2023-08-04
C0187,P0035,Toys,955.91,2023-08-04
C0364,P0036,Fashion,872.13,2023-08-04
C0088,P0037,Home,107.29,2023-08-04
C0083,P0038,Books,97.68,2023-08-04
C0332,P0039,Sports,931.89,2023-08-04
C0079,P0040,Fashion,36.82,2023-08-04
C0029,P0041,Fashion,396.42,2023-08-05
C0079,P0042,Home,376.34,2023-08-05
C0213,P0043,Fashion,796.77,2023-08-05
C0394,P0044,Home,619.22,2023-08-05
C0477,P0045,Toys,160.0,2023-08-05
C0276,P0046,Electronics,853.5,2023-08-05
C0121,P0047,Home,557.09,2023-08-05
C0194,P0048,Toys,698.02,2023-08-05
C0124,P0049,Sports,692.51,2023-08-05
C0352,P0050,Electronics,289.11,2023-08-05
C0155,P0001,Electronics,26.41,2023-08-05
C0491,P0002,Sports,18.64,2023-08-05
C0395,P0003,Home,297.37,2023-08-05
C0499,P0004,Toys,648.62,2023-08-05
C0329,P0005,Fashion,384.56,2023-08-05
C0407,P0006,Toys,959.47,2023-08-06
C0080,P0007,Electronics,341.28,2023-08-06
C0412,P0008,Books,532.93,2023-08-06
C0146,P0009,Sports,148.55,2023-08-06
C0152,P0010,Sports,726.96,2023-08-06
C0118,P0011,Toys,283.19,2023-08-06
C0066,P0012,Toys,925.28,2023-08-06
C0440,P0013,Home,336.24,2023-08-06
C0041,P0014,Home,734.24,2023-08-06
C0478,P0015,Books,457.78,2023-08-06
C0078,P0016,Sports,655.3,2023-08-06
C0292,P0017,Toys,737.87,2023-08-06
C0227,P0018,Electronics,491.25,2023-08-06
C0269,P0019,Fashion,99.13,2023-08-06
C0108,P0020,Sports,860.32,2023-08-06
C0223,P0021,Books,818.05,2023-08-07
C0395,P0022,Toys,148.37,2023-08-07
C0452,P0023,Home,364.68,2023-08-07
C0284,P0024,Home,790.27,2023-08-07
C0125,P0025,Toys,479.5,2023-08-07
C0347,P0026,Books,211.75,2023-08-07
C0040,P0027,Fashion,836.82,2023-08-07
C0458,P0028,Home,157.17,2023-08-07
C0270,P0029,Books,706.71,2023-08-07
C0400,P0030,Books,552.29,2023-08-07
C0059,P0031,Toys,358.91,2023-08-07
C0299,P0032,Sports,742.0,2023-08-07
C0352,P0033,Fashion,312.18,2023-08-07
C0317,P0034,Fashion,58.62,2023-08-07
C0098,P0035,Home,229.75,2023-08-07
C0190,P0036,Toys,161.87,2023-08-08
C0262,P0037,Home,185.26,2023-08-08
C0066,P0038,Books,61.63,2023-08-08
C0042,P0039,Toys,482.42,2023-08-08
C0220,P0040,Electronics,942.16,2023-08-08
C0030,P0041,Books,126.24,2023-08-08
C0283,P0042,Electronics,867.51,2023-08-08
C0193,P0043,Books,398.72,2023-08-08
C0024,P0044,Electronics,505.24,2023-08-08
C0364,P0045,Home,327.0,2023-08-08
C0228,P0046,Electronics,633.69,2023-08-08
C0198,P0047,Electronics,762.06,2023-08-08
C0095,P0048,Sports,532.19,2023-08-08
C0442,P0049,Home,860.75,2023-08-08
C0197,P0050,Electronics,310.14,2023-08-08
C0447,P0001,Electronics,344.84,2023-08-09
C0458,P0002,Home,597.38,2023-08-09
C0453,P0003,Electronics,193.95,2023-08-09
C0037,P0004,Books,836.3,2023-08-09
C0211,P0005,Electronics,770.14,2023-08-09
C0037,P0006,Books,115.81,2023-08-09
C0233,P0007,Sports,264.35,2023-08-09
C0313,P0008,Toys,797.31,2023-08-09
C0199,P0009,Home,596.28,2023-08-09
C0194,P0010,Sports,972.42,2023-08-09
C0494,P0011,Home,185.5,2023-08-09
C0275,P0012,Toys,513.62,2023-08-09
C0409,P0013,Sports,435.28,2023-08-09
C0081,P0014,Toys,729.76,2023-08-09
C0071,P0015,Toys,637.44,2023-08-09
C0109,P0016,Toys,512.16,2023-08-10
C0303,P0017,Toys,100.76,2023-08-10
C0442,P0018,Home,764.16,2023-08-10
C0366,P0019,Sports,834.53,2023-08-10
C0496,P0020,Toys,175.6,2023-08-10
C0042,P0021,Sports,141.52,2023-08-10
C0442,P0022,Toys,431.45,2023-08-10
C0321,P0023,Toys,782.69,2023-08-10
C0154,P0024,Books,125.46,2023-08-10
C0405,P0025,Home,845.96,2023-08-10
C0349,P0026,Fashion,838.67,2023-08-10
C0339,P0027,Fashion,353.7,2023-08-10
C0482,P0028,Toys,500.42,2023-08-10
C0439,P0029,Books,646.76,2023-08-10
C0359,P0030,Fashion,430.02,2023-08-10
C0064,P0031,Electronics,515.58,2023-08-11
C0366,P0032,Electronics,920.38,2023-08-11
C0448,P0033,Sports,570.4,2023-08-11
C0124,P0034,Home,664.66,2023-08-11
C0123,P0035,Sports,548.54,2023-08-11
C0203,P0036,Toys,525.27,2023-08-11
C0135,P0037,Toys,989.95,2023-08-11
C0262,P0038,Home,290.2,2023-08-11
C0102,P0039,Home,507.6,2023-08-11
C0331,P0040,Electronics,335.15,2023-08-11
C0193,P0041,Sports,653.15,2023-08-11
C0185,P0042,Electronics,387.11,2023-08-11
C0326,P0043,Fashion,365.32,2023-08-11
C0468,P0044,Books,248.09,2023-08-11
C0264,P0045,Electronics,268.57,2023-08-11
C0151,P0046,Electronics,478.27,2023-08-12
C0036,P0047,Books,286.6,2023-08-12
C0310,P0048,Toys,278.25,2023-08-12
C0282,P0049,Sports,331.41,2023-08-12
C0122,P0050,Home,234.34,2023-08-12
C0105,P0001,Toys,96.39,2023-08-12
C0221,P0002,Fashion,119.15,2023-08-12
C0207,P0003,Sports,390.09,2023-08-12
C0383,P0004,Home,59.77,2023-08-12
C0231,P0005,Sports,169.07,2023-08-12
C0355,P0006,Electronics,463.72,2023-08-12
C0325,P0007,Home,881.06,2023-08-12
C0064,P0008,Sports,239.93,2023-08-12
C0361,P0009,Home,662.85,2023-08-12
C0167,P0010,Electronics,493.49,2023-08-12
C0415,P0011,Home,961.39,2023-08-13
C0420,P0012,Sports,465.67,2023-08-13
C0415,P0013,Fashion,498.81,2023-08-13
C0430,P0014,Toys,564.26,2023-08-13
C0071,P0015,Sports,795.28,2023-08-13
C0228,P0016,Sports,414.35,2023-08-13
C0034,P0017,Books,988.86,2023-08-13
C0221,P0018,Toys,542.75,2023-08-13
C0355,P0019,Fashion,980.06,2023-08-13
C0039,P0020,Books,404.88,2023-08-13
C0450,P0021,Fashion,272.16,2023-08-13
C0398,P0022,Books,482.16,2023-08-13
C0357,P0023,Electronics,582.49,2023-08-13
C0469,P0024,Fashion,489.14,2023-08-13
C0333,P0025,Toys,631.65,2023-08-13
C0467,P0026,Electronics,943.98,2023-08-14
C0085,P0027,Fashion,744.95,2023-08-14
C0124,P0028,Toys,70.65,2023-08-14
C0072,P0029,Home,641.88,2023-08-14
C0285,P0030,Fashion,987.42,2023-08-14
C0402,P0031,Sports,632.32,2023-08-14
C0339,P0032,Fashion,310.74,2023-08-14
C0074,P0033,Books,427.54,2023-08-14
C0096,P0034,Electronics,246.14,2023-08-14
C0057,P0035,Home,117.25,2023-08-14
C0113,P0036,Books,972.11,2023-08-14
C0189,P0037,Home,319.46,2023-08-14
C0389,P0038,Fashion,42.8,2023-08-14
C0151,P0039,Electronics,643.98,2023-08-14
